Row ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Region,Category,Sub-Category,Cost (US dollar),Quantity,Cost-per-piece,Wait-Duration
422,2014-06-22,2014-06-25,First Class,Joel Eaton,Consumer,Louisville,Colorado,West,Technology,Accessories,196.752,6,32.792,3
423,2017-10-19,2017-10-23,Standard Class,Michael Paige,Corporate,Lawrence,Massachusetts,East,Furniture,Furnishings,56.56,4,14.14,4
424,2017-10-19,2017-10-23,Standard Class,Michael Paige,Corporate,Lawrence,Massachusetts,East,Office Supplies,Storage,32.7,3,10.9,4
425,2017-08-21,2017-08-23,Second Class,Natalie Fritzler,Consumer,Jackson,Mississippi,South,Furniture,Chairs,866.4,4,216.6,2
426,2017-11-23,2017-11-26,Second Class,Janet Molinari,Corporate,Canton,Michigan,Central,Furniture,Furnishings,28.4,2,14.2,3
427,2017-11-23,2017-11-26,Second Class,Janet Molinari,Corporate,Canton,Michigan,Central,Office Supplies,Binders,287.92,8,35.99,3
428,2014-09-12,2014-09-13,First Class,Shirley Daniels,Home Office,New Rochelle,New York,East,Technology,Machines,69.99,1,69.99,1
429,2017-10-01,2017-10-08,Standard Class,Ken Heidel,Corporate,San Antonio,Texas,Central,Office Supplies,Art,6.672,6,1.112,7
430,2016-04-15,2016-04-21,Standard Class,Ross Baird,Home Office,Gastonia,North Carolina,South,Office Supplies,Binders,189.588,2,94.794,6
431,2016-04-15,2016-04-21,Standard Class,Ross Baird,Home Office,Gastonia,North Carolina,South,Technology,Accessories,408.744,7,58.392,6
432,2016-04-15,2016-04-21,Standard Class,Ross Baird,Home Office,Gastonia,North Carolina,South,Technology,Accessories,291.96,5,58.392,6
433,2016-04-15,2016-04-21,Standard Class,Ross Baird,Home Office,Gastonia,North Carolina,South,Office Supplies,Storage,4.768,2,2.384,6
434,2016-06-06,2016-06-07,First Class,Dave Brooks,Consumer,Lowell,Massachusetts,East,Office Supplies,Storage,714.3,5,142.86,1
435,2014-12-19,2014-12-25,Standard Class,Mike Kennedy,Consumer,Jacksonville,Florida,South,Office Supplies,Binders,4.812,2,2.406,6
436,2014-12-19,2014-12-25,Standard Class,Mike Kennedy,Consumer,Jacksonville,Florida,South,Technology,Accessories,247.8,5,49.56,6
437,2016-06-12,2016-06-14,Second Class,Philisse Overcash,Home Office,Chicago,Illinois,Central,Technology,Machines,1007.979,3,335.993,2
438,2016-06-12,2016-06-14,Second Class,Philisse Overcash,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,313.488,7,44.784,2
439,2017-09-15,2017-09-19,Standard Class,Brenda Bowman,Corporate,Houston,Texas,Central,Office Supplies,Paper,31.872,8,3.984,4
440,2017-01-20,2017-01-23,Second Class,Cynthia Voltz,Corporate,New York City,New York,East,Furniture,Chairs,207.846,3,69.282,3
441,2016-09-05,2016-09-07,Second Class,Pete Kriz,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,12.22,1,12.22,2
442,2016-09-05,2016-09-07,Second Class,Pete Kriz,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,194.94,3,64.98,2
443,2016-09-05,2016-09-07,Second Class,Pete Kriz,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,70.95,3,23.65,2
444,2016-09-05,2016-09-07,Second Class,Pete Kriz,Consumer,Detroit,Michigan,Central,Office Supplies,Paper,91.36,4,22.84,2
445,2016-09-05,2016-09-07,Second Class,Pete Kriz,Consumer,Detroit,Michigan,Central,Furniture,Chairs,242.94,3,80.98,2
446,2016-09-05,2016-09-07,Second Class,Pete Kriz,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,22.05,7,3.15,2
447,2017-03-20,2017-03-25,Second Class,Troy Blackwell,Consumer,Columbus,Indiana,Central,Furniture,Furnishings,2.91,1,2.91,5
448,2016-04-01,2016-04-03,Second Class,Raymond Buch,Consumer,Auburn,New York,East,Office Supplies,Art,59.52,3,19.84,2
449,2016-04-01,2016-04-03,Second Class,Raymond Buch,Consumer,Auburn,New York,East,Office Supplies,Storage,161.94,3,53.98,2
450,2016-04-01,2016-04-03,Second Class,Raymond Buch,Consumer,Auburn,New York,East,Office Supplies,Art,263.88,6,43.98,2
451,2016-04-01,2016-04-03,Second Class,Raymond Buch,Consumer,Auburn,New York,East,Office Supplies,Art,30.48,3,10.16,2
452,2016-04-01,2016-04-03,Second Class,Raymond Buch,Consumer,Auburn,New York,East,Office Supplies,Art,9.84,3,3.28,2
453,2016-04-01,2016-04-03,Second Class,Raymond Buch,Consumer,Auburn,New York,East,Technology,Phones,35.12,4,8.78,2
454,2017-10-20,2017-10-24,Standard Class,Ed Braxton,Corporate,Akron,Ohio,East,Furniture,Tables,284.364,2,142.182,4
455,2017-10-20,2017-10-24,Standard Class,Ed Braxton,Corporate,Akron,Ohio,East,Office Supplies,Storage,665.408,2,332.704,4
456,2016-12-13,2016-12-17,Standard Class,Ken Heidel,Corporate,Norman,Oklahoma,Central,Technology,Accessories,63.88,4,15.97,4
457,2014-02-12,2014-02-18,Standard Class,Sanjit Chand,Consumer,Concord,California,West,Furniture,Chairs,129.568,2,64.784,6
458,2016-09-26,2016-10-01,Standard Class,Natalie Fritzler,Consumer,Decatur,Illinois,Central,Furniture,Chairs,747.558,3,249.186,5
459,2016-09-26,2016-10-01,Standard Class,Natalie Fritzler,Consumer,Decatur,Illinois,Central,Office Supplies,Envelopes,8.928,2,4.464,5
460,2015-12-15,2015-12-22,Standard Class,Joseph Holt,Consumer,Seattle,Washington,West,Office Supplies,Appliances,103.92,4,25.98,7
461,2015-12-15,2015-12-22,Standard Class,Joseph Holt,Consumer,Seattle,Washington,West,Technology,Accessories,899.91,9,99.99,7
462,2015-12-15,2015-12-22,Standard Class,Joseph Holt,Consumer,Seattle,Washington,West,Office Supplies,Binders,51.312,3,17.104,7
463,2016-04-22,2016-04-29,Standard Class,Tanja Norvell,Home Office,Phoenix,Arizona,West,Furniture,Furnishings,23.56,5,4.712,7
464,2016-04-22,2016-04-29,Standard Class,Tanja Norvell,Home Office,Phoenix,Arizona,West,Furniture,Tables,1272.63,6,212.105,7
465,2016-04-22,2016-04-29,Standard Class,Tanja Norvell,Home Office,Phoenix,Arizona,West,Office Supplies,Binders,28.485,5,5.697,7
466,2016-04-22,2016-04-29,Standard Class,Tanja Norvell,Home Office,Phoenix,Arizona,West,Office Supplies,Supplies,185.376,2,92.688,7
467,2016-04-22,2016-04-29,Standard Class,Tanja Norvell,Home Office,Phoenix,Arizona,West,Office Supplies,Appliances,78.272,2,39.136,7
468,2015-01-17,2015-01-24,Standard Class,Joni Sundaresam,Home Office,Park Ridge,Illinois,Central,Furniture,Furnishings,254.744,7,36.392,7
469,2017-03-31,2017-04-04,Standard Class,David Smith,Corporate,Amarillo,Texas,Central,Furniture,Bookcases,205.3328,2,102.6664,4
470,2016-12-16,2016-12-20,Second Class,Craig Carreira,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,4.788,3,1.596,4
471,2015-12-20,2015-12-24,Standard Class,Maya Herman,Corporate,Lindenhurst,New York,East,Office Supplies,Paper,55.48,1,55.48,4
472,2014-11-09,2014-11-11,Second Class,Jeremy Pistek,Consumer,San Francisco,California,West,Office Supplies,Storage,340.92,3,113.64,2
473,2014-11-09,2014-11-11,Second Class,Jeremy Pistek,Consumer,San Francisco,California,West,Furniture,Bookcases,222.666,2,111.333,2
474,2014-11-09,2014-11-11,Second Class,Jeremy Pistek,Consumer,San Francisco,California,West,Technology,Phones,703.968,4,175.992,2
475,2014-11-09,2014-11-11,Second Class,Jeremy Pistek,Consumer,San Francisco,California,West,Office Supplies,Storage,92.52,6,15.42,2
476,2014-11-09,2014-11-11,Second Class,Jeremy Pistek,Consumer,San Francisco,California,West,Office Supplies,Paper,62.65,7,8.95,2
477,2014-11-09,2014-11-11,Second Class,Jeremy Pistek,Consumer,San Francisco,California,West,Office Supplies,Paper,94.85,5,18.97,2
478,2016-07-12,2016-07-19,Standard Class,Kristen Hastings,Corporate,Los Angeles,California,West,Technology,Phones,95.76,6,15.96,7
479,2016-10-27,2016-11-02,Standard Class,Jeremy Ellison,Consumer,Troy,New York,East,Furniture,Furnishings,40.2,3,13.4,6
480,2016-06-26,2016-07-02,Standard Class,John Grady,Corporate,New York City,New York,East,Office Supplies,Art,14.7,5,2.94,6
481,2016-06-26,2016-07-02,Standard Class,John Grady,Corporate,New York City,New York,East,Office Supplies,Storage,704.25,5,140.85,6
482,2014-10-06,2014-10-10,Standard Class,Xylona Preis,Consumer,San Diego,California,West,Technology,Accessories,9.09,3,3.03,4
483,2014-07-22,2014-07-27,Standard Class,Erin Mull,Consumer,New York City,New York,East,Office Supplies,Art,5.96,2,2.98,5
484,2014-07-22,2014-07-27,Standard Class,Erin Mull,Consumer,New York City,New York,East,Technology,Accessories,159.98,2,79.99,5
485,2017-06-10,2017-06-13,First Class,Michelle Tran,Home Office,Los Angeles,California,West,Office Supplies,Labels,29.6,2,14.8,3
486,2017-06-10,2017-06-13,First Class,Michelle Tran,Home Office,Los Angeles,California,West,Furniture,Bookcases,514.165,5,102.833,3
487,2017-06-10,2017-06-13,First Class,Michelle Tran,Home Office,Los Angeles,California,West,Technology,Phones,279.96,5,55.992,3
488,2014-10-29,2014-10-31,First Class,Sue Ann Reed,Consumer,Chicago,Illinois,Central,Technology,Phones,2735.952,6,455.992,2
489,2014-06-09,2014-06-13,Second Class,Carl Weiss,Home Office,Huntsville,Texas,Central,Technology,Phones,7.992,1,7.992,4
490,2014-06-09,2014-06-13,Second Class,Carl Weiss,Home Office,Huntsville,Texas,Central,Technology,Accessories,63.984,2,31.992,4
491,2014-06-09,2014-06-13,Second Class,Carl Weiss,Home Office,Huntsville,Texas,Central,Office Supplies,Art,70.368,2,35.184,4
492,2014-09-14,2014-09-19,Standard Class,Astrea Jones,Consumer,Rochester,New York,East,Office Supplies,Storage,449.15,5,89.83,5
493,2014-09-14,2014-09-19,Standard Class,Astrea Jones,Consumer,Rochester,New York,East,Office Supplies,Envelopes,11.07,3,3.69,5
494,2016-05-09,2016-05-14,Standard Class,Sonia Sunley,Consumer,Seattle,Washington,West,Technology,Accessories,93.98,2,46.99,5
495,2016-03-18,2016-03-21,Second Class,Rose O'Brian,Consumer,Memphis,Tennessee,South,Furniture,Tables,189.882,3,63.294,3
496,2015-12-27,2015-12-31,Standard Class,Maribeth Dona,Consumer,Fayetteville,Arkansas,South,Office Supplies,Envelopes,105.42,2,52.71,4
497,2016-07-25,2016-07-31,Standard Class,Sanjit Chand,Consumer,Costa Mesa,California,West,Office Supplies,Binders,119.616,8,14.952,6
498,2016-07-25,2016-07-31,Standard Class,Sanjit Chand,Consumer,Costa Mesa,California,West,Furniture,Furnishings,255.76,4,63.94,6
499,2016-07-25,2016-07-31,Standard Class,Sanjit Chand,Consumer,Costa Mesa,California,West,Furniture,Chairs,241.568,2,120.784,6
500,2016-07-25,2016-07-31,Standard Class,Sanjit Chand,Consumer,Costa Mesa,California,West,Furniture,Furnishings,69.3,9,7.7,6
501,2016-05-30,2016-06-04,Standard Class,Maribeth Yedwab,Corporate,Parker,Colorado,West,Office Supplies,Binders,22.62,2,11.31,5
502,2016-05-30,2016-06-04,Standard Class,Maribeth Yedwab,Corporate,Parker,Colorado,West,Office Supplies,Binders,14.952,2,7.476,5
503,2016-05-30,2016-06-04,Standard Class,Maribeth Yedwab,Corporate,Parker,Colorado,West,Furniture,Chairs,801.568,2,400.784,5
504,2016-05-30,2016-06-04,Standard Class,Maribeth Yedwab,Corporate,Parker,Colorado,West,Office Supplies,Binders,2.376,3,0.792,5
505,2016-05-30,2016-06-04,Standard Class,Maribeth Yedwab,Corporate,Parker,Colorado,West,Office Supplies,Paper,32.792,1,32.792,5
506,2017-11-12,2017-11-15,Second Class,Ed Braxton,Corporate,New York City,New York,East,Office Supplies,Binders,15.92,5,3.184,3
507,2015-03-16,2015-03-22,Standard Class,Christopher Martinez,Consumer,Atlanta,Georgia,South,Office Supplies,Art,2.74,1,2.74,6
508,2015-03-16,2015-03-22,Standard Class,Christopher Martinez,Consumer,Atlanta,Georgia,South,Office Supplies,Art,8.34,3,2.78,6
509,2015-03-16,2015-03-22,Standard Class,Christopher Martinez,Consumer,Atlanta,Georgia,South,Office Supplies,Storage,46.74,3,15.58,6
510,2015-03-16,2015-03-22,Standard Class,Christopher Martinez,Consumer,Atlanta,Georgia,South,Office Supplies,Binders,6354.95,5,1270.99,6
513,2016-10-20,2016-10-23,First Class,Luke Foster,Consumer,Newark,Ohio,East,Office Supplies,Art,7.152,3,2.384,3
514,2017-12-21,2017-12-25,Standard Class,Bradley Nguyen,Consumer,Los Angeles,California,West,Office Supplies,Art,6.63,3,2.21,4
515,2017-12-21,2017-12-25,Standard Class,Bradley Nguyen,Consumer,Los Angeles,California,West,Office Supplies,Art,5.88,2,2.94,4
516,2017-01-22,2017-01-27,Standard Class,Alan Dominguez,Home Office,Great Falls,Montana,West,Technology,Copiers,2999.95,5,599.99,5
517,2017-01-22,2017-01-27,Standard Class,Alan Dominguez,Home Office,Great Falls,Montana,West,Office Supplies,Storage,51.45,3,17.15,5
518,2017-01-22,2017-01-27,Standard Class,Alan Dominguez,Home Office,Great Falls,Montana,West,Office Supplies,Paper,11.96,2,5.98,5
519,2017-01-22,2017-01-27,Standard Class,Alan Dominguez,Home Office,Great Falls,Montana,West,Office Supplies,Storage,1126.02,3,375.34,5
520,2015-03-22,2015-03-26,Standard Class,Dean Braden,Consumer,Houston,Texas,Central,Technology,Accessories,18.392,1,18.392,4
521,2015-03-22,2015-03-26,Standard Class,Dean Braden,Consumer,Houston,Texas,Central,Office Supplies,Storage,129.568,2,64.784,4
522,2015-03-22,2015-03-26,Standard Class,Dean Braden,Consumer,Houston,Texas,Central,Office Supplies,Binders,14.112,9,1.568,4
523,2017-01-23,2017-01-25,First Class,Matt Connell,Corporate,Detroit,Michigan,Central,Furniture,Tables,210.98,2,105.49,2
524,2016-05-21,2016-05-23,First Class,Logan Haushalter,Consumer,Los Angeles,California,West,Technology,Phones,55.176,3,18.392,2
525,2016-05-21,2016-05-23,First Class,Logan Haushalter,Consumer,Los Angeles,California,West,Technology,Accessories,66.26,2,33.13,2
526,2015-12-26,2016-01-02,Standard Class,Brian Dahlen,Consumer,Lawrence,Massachusetts,East,Office Supplies,Fasteners,22.2,5,4.44,7
527,2017-10-21,2017-10-26,Standard Class,Patricia Hirasaki,Home Office,Lakeland,Florida,South,Furniture,Chairs,683.952,3,227.984,5
528,2017-10-21,2017-10-26,Standard Class,Patricia Hirasaki,Home Office,Lakeland,Florida,South,Furniture,Furnishings,45.696,3,15.232,5
529,2015-09-03,2015-09-07,Standard Class,Mike Gockenbach,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,36.336,3,12.112,4
530,2015-09-03,2015-09-07,Standard Class,Mike Gockenbach,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,666.248,1,666.248,4
531,2015-09-03,2015-09-07,Standard Class,Mike Gockenbach,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,52.512,6,8.752,4
532,2015-11-07,2015-11-09,Second Class,Karen Bern,Corporate,Los Angeles,California,West,Furniture,Chairs,190.72,1,190.72,2
533,2017-09-07,2017-09-11,Standard Class,Jasper Cacioppo,Consumer,Los Angeles,California,West,Furniture,Furnishings,47.94,3,15.98,4
534,2016-05-29,2016-06-01,Second Class,Rob Lucas,Consumer,Montgomery,Alabama,South,Technology,Phones,979.95,5,195.99,3
535,2016-05-29,2016-06-01,Second Class,Rob Lucas,Consumer,Montgomery,Alabama,South,Office Supplies,Binders,22.75,5,4.55,3
536,2016-07-10,2016-07-16,Standard Class,Allen Armold,Consumer,Mesa,Arizona,West,Office Supplies,Storage,16.768,2,8.384,6
537,2017-09-03,2017-09-08,Second Class,Emily Phan,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,42.616,7,6.088,5
538,2015-12-03,2015-12-08,Standard Class,Mark Packer,Home Office,New York City,New York,East,Office Supplies,Binders,10.752,4,2.688,5
539,2015-12-07,2015-12-11,Standard Class,Darren Koutras,Consumer,Henderson,Kentucky,South,Office Supplies,Appliances,152.94,3,50.98,4
540,2015-12-07,2015-12-11,Standard Class,Darren Koutras,Consumer,Henderson,Kentucky,South,Furniture,Chairs,283.92,4,70.98,4
541,2014-02-01,2014-02-03,First Class,Bradley Drucker,Consumer,Green Bay,Wisconsin,Central,Technology,Accessories,468.9,6,78.15,2
542,2016-07-14,2016-07-17,First Class,Erin Smith,Corporate,Tucson,Arizona,West,Technology,Phones,380.864,8,47.608,3
543,2015-12-18,2015-12-23,Standard Class,Liz MacKendrick,Consumer,Springfield,Ohio,East,Office Supplies,Storage,646.776,9,71.864,5
544,2014-05-11,2014-05-16,Standard Class,Paul Gonzalez,Consumer,Fort Worth,Texas,Central,Technology,Accessories,58.112,2,29.056,5
545,2014-05-11,2014-05-16,Standard Class,Paul Gonzalez,Consumer,Fort Worth,Texas,Central,Technology,Phones,100.792,1,100.792,5
546,2014-05-11,2014-05-16,Standard Class,Paul Gonzalez,Consumer,Fort Worth,Texas,Central,Furniture,Furnishings,66.112,4,16.528,5
547,2017-11-19,2017-11-22,First Class,Adrian Shami,Home Office,New York City,New York,East,Office Supplies,Binders,41.28,6,6.88,3
548,2017-11-19,2017-11-22,First Class,Adrian Shami,Home Office,New York City,New York,East,Office Supplies,Paper,13.36,2,6.68,3
549,2015-11-15,2015-11-17,Second Class,Dean Katz,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,250.272,9,27.808,2
550,2015-11-15,2015-11-17,Second Class,Dean Katz,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,11.364,3,3.788,2
551,2015-11-15,2015-11-17,Second Class,Dean Katz,Corporate,Chicago,Illinois,Central,Office Supplies,Supplies,8.72,5,1.744,2
552,2016-04-15,2016-04-17,Second Class,Bill Donatelli,Consumer,San Francisco,California,West,Furniture,Chairs,1121.568,2,560.784,2
553,2017-09-11,2017-09-12,First Class,Ryan Crowe,Consumer,Jacksonville,Florida,South,Furniture,Furnishings,34.504,1,34.504,1
554,2017-11-24,2017-11-28,Standard Class,Greg Tran,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,10.824,3,3.608,4
555,2017-06-29,2017-07-03,Second Class,Dean Katz,Corporate,Anaheim,California,West,Office Supplies,Storage,1295.78,2,647.89,4
556,2014-03-03,2014-03-07,Second Class,Ashley Jarboe,Consumer,Wilmington,North Carolina,South,Office Supplies,Art,19.456,4,4.864,4
557,2016-06-10,2016-06-15,Standard Class,Olvera Toch,Consumer,Los Angeles,California,West,Office Supplies,Labels,20.7,2,10.35,5
558,2016-06-10,2016-06-15,Standard Class,Olvera Toch,Consumer,Los Angeles,California,West,Furniture,Tables,1335.68,4,333.92,5
559,2016-06-10,2016-06-15,Standard Class,Olvera Toch,Consumer,Los Angeles,California,West,Office Supplies,Paper,32.4,5,6.48,5
560,2017-11-20,2017-11-22,Second Class,Liz Pelletier,Consumer,San Francisco,California,West,Furniture,Furnishings,42.6,3,14.2,2
561,2017-11-20,2017-11-22,Second Class,Liz Pelletier,Consumer,San Francisco,California,West,Office Supplies,Binders,84.056,7,12.008,2
562,2014-09-14,2014-09-18,Second Class,Cynthia Arntzen,Consumer,Tampa,Florida,South,Office Supplies,Appliances,13,5,2.6,4
563,2014-09-14,2014-09-18,Second Class,Cynthia Arntzen,Consumer,Tampa,Florida,South,Furniture,Furnishings,13.128,3,4.376,4
564,2015-12-07,2015-12-09,First Class,Jeremy Farry,Consumer,Seattle,Washington,West,Office Supplies,Fasteners,3.96,2,1.98,2
565,2015-12-07,2015-12-09,First Class,Jeremy Farry,Consumer,Seattle,Washington,West,Office Supplies,Labels,2.61,1,2.61,2
566,2017-12-07,2017-12-10,First Class,Frank Preis,Consumer,Los Angeles,California,West,Technology,Phones,374.376,3,124.792,3
567,2017-10-01,2017-10-08,Standard Class,Ellis Ballard,Corporate,Seattle,Washington,West,Office Supplies,Paper,91.84,8,11.48,7
568,2017-10-01,2017-10-08,Standard Class,Ellis Ballard,Corporate,Seattle,Washington,West,Office Supplies,Binders,81.088,7,11.584,7
569,2017-10-01,2017-10-08,Standard Class,Ellis Ballard,Corporate,Seattle,Washington,West,Office Supplies,Paper,19.44,3,6.48,7
570,2017-10-01,2017-10-08,Standard Class,Ellis Ballard,Corporate,Seattle,Washington,West,Furniture,Chairs,451.152,3,150.384,7
571,2017-12-28,2018-01-04,Standard Class,Jennifer Ferguson,Consumer,New York City,New York,East,Office Supplies,Labels,72.45,7,10.35,7
572,2017-12-28,2018-01-04,Standard Class,Jennifer Ferguson,Consumer,New York City,New York,East,Office Supplies,Fasteners,13.96,4,3.49,7
573,2017-12-28,2018-01-04,Standard Class,Jennifer Ferguson,Consumer,New York City,New York,East,Office Supplies,Binders,33.264,7,4.752,7
574,2017-12-28,2018-01-04,Standard Class,Jennifer Ferguson,Consumer,New York City,New York,East,Technology,Phones,14.85,3,4.95,7
575,2016-11-03,2016-11-07,Standard Class,Sarah Foster,Consumer,Marysville,Washington,West,Office Supplies,Art,8.82,3,2.94,4
576,2015-09-18,2015-09-22,Second Class,Trudy Glocke,Consumer,Long Beach,California,West,Office Supplies,Paper,160.72,14,11.48,4
577,2015-09-18,2015-09-22,Second Class,Trudy Glocke,Consumer,Long Beach,California,West,Office Supplies,Paper,19.92,4,4.98,4
578,2015-09-18,2015-09-22,Second Class,Trudy Glocke,Consumer,Long Beach,California,West,Office Supplies,Supplies,7.3,2,3.65,4
579,2017-07-20,2017-07-26,Standard Class,Carlos Soltero,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,69.712,2,34.856,6
580,2017-07-20,2017-07-26,Standard Class,Carlos Soltero,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,8.792,1,8.792,6
581,2015-09-10,2015-09-14,Standard Class,Charles Crestani,Consumer,Los Angeles,California,West,Office Supplies,Supplies,51.52,4,12.88,4
582,2017-12-01,2017-12-05,Standard Class,Dianna Vittorini,Consumer,Denver,Colorado,West,Technology,Phones,470.376,3,156.792,4
583,2017-12-01,2017-12-05,Standard Class,Dianna Vittorini,Consumer,Denver,Colorado,West,Technology,Phones,105.584,2,52.792,4
584,2017-12-01,2017-12-05,Standard Class,Dianna Vittorini,Consumer,Denver,Colorado,West,Office Supplies,Appliances,31.152,3,10.384,4
585,2017-12-01,2017-12-05,Standard Class,Dianna Vittorini,Consumer,Denver,Colorado,West,Office Supplies,Binders,6.783,7,0.969,4
586,2017-12-01,2017-12-05,Standard Class,Dianna Vittorini,Consumer,Denver,Colorado,West,Technology,Phones,406.368,4,101.592,4
587,2015-07-03,2015-07-09,Standard Class,Bruce Degenhardt,Consumer,Richmond,Kentucky,South,Furniture,Chairs,70.98,1,70.98,6
588,2015-07-03,2015-07-09,Standard Class,Bruce Degenhardt,Consumer,Richmond,Kentucky,South,Office Supplies,Labels,294.93,3,98.31,6
589,2016-03-20,2016-03-24,Standard Class,Zuschuss Carroll,Consumer,Salem,Oregon,West,Technology,Phones,84.784,2,42.392,4
590,2016-03-20,2016-03-24,Standard Class,Zuschuss Carroll,Consumer,Salem,Oregon,West,Office Supplies,Paper,20.736,4,5.184,4
591,2016-03-20,2016-03-24,Standard Class,Zuschuss Carroll,Consumer,Salem,Oregon,West,Office Supplies,Binders,16.821,3,5.607,4
592,2016-03-20,2016-03-24,Standard Class,Zuschuss Carroll,Consumer,Salem,Oregon,West,Office Supplies,Paper,10.368,2,5.184,4
593,2014-01-09,2014-01-13,Standard Class,Melanie Seite,Consumer,Laredo,Texas,Central,Office Supplies,Art,9.344,2,4.672,4
594,2014-01-09,2014-01-13,Standard Class,Melanie Seite,Consumer,Laredo,Texas,Central,Technology,Accessories,31.2,3,10.4,4
595,2014-08-08,2014-08-15,Standard Class,Lena Radford,Consumer,San Diego,California,West,Office Supplies,Appliances,76.12,2,38.06,7
596,2014-08-08,2014-08-15,Standard Class,Lena Radford,Consumer,San Diego,California,West,Technology,Copiers,1199.976,3,399.992,7
597,2014-08-08,2014-08-15,Standard Class,Lena Radford,Consumer,San Diego,California,West,Technology,Phones,445.96,5,89.192,7
598,2014-08-08,2014-08-15,Standard Class,Lena Radford,Consumer,San Diego,California,West,Furniture,Furnishings,327.76,8,40.97,7
599,2016-07-14,2016-07-16,First Class,Theone Pippenger,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,11.632,2,5.816,2
600,2016-07-16,2016-07-21,Standard Class,Chloris Kastensmidt,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,143.982,3,47.994,5
601,2016-07-16,2016-07-21,Standard Class,Chloris Kastensmidt,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,494.376,4,123.594,5
602,2016-07-16,2016-07-21,Standard Class,Chloris Kastensmidt,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,5.84,2,2.92,5
603,2014-03-15,2014-03-19,Standard Class,Alan Shonely,Consumer,Tampa,Florida,South,Office Supplies,Storage,142.776,1,142.776,4
604,2014-03-15,2014-03-19,Standard Class,Alan Shonely,Consumer,Tampa,Florida,South,Furniture,Furnishings,45.696,3,15.232,4
605,2014-03-15,2014-03-19,Standard Class,Alan Shonely,Consumer,Tampa,Florida,South,Office Supplies,Binders,7.218,3,2.406,4
606,2014-03-15,2014-03-19,Standard Class,Alan Shonely,Consumer,Tampa,Florida,South,Office Supplies,Binders,43.188,4,10.797,4
607,2014-03-15,2014-03-19,Standard Class,Alan Shonely,Consumer,Tampa,Florida,South,Office Supplies,Paper,131.904,3,43.968,4
608,2014-05-23,2014-05-27,Standard Class,Andrew Roberts,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.282,2,1.641,4
609,2014-05-23,2014-05-27,Standard Class,Andrew Roberts,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,21.168,9,2.352,4
610,2014-05-23,2014-05-27,Standard Class,Andrew Roberts,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,55.188,2,27.594,4
611,2016-04-28,2016-05-01,First Class,Nona Balk,Corporate,Dallas,Texas,Central,Technology,Phones,369.576,3,123.192,3
612,2016-04-28,2016-05-01,First Class,Nona Balk,Corporate,Dallas,Texas,Central,Office Supplies,Labels,15.712,4,3.928,3
613,2016-09-11,2016-09-13,Second Class,Giulietta Dortch,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,8.448,2,4.224,2
614,2016-09-11,2016-09-13,Second Class,Giulietta Dortch,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,728.946,9,80.994,2
615,2017-11-14,2017-11-17,Second Class,Clytie Kelty,Consumer,Grove City,Ohio,East,Technology,Phones,119.94,10,11.994,3
616,2017-11-14,2017-11-17,Second Class,Clytie Kelty,Consumer,Grove City,Ohio,East,Office Supplies,Binders,3.648,2,1.824,3
617,2017-08-18,2017-08-23,Second Class,Nat Gilpin,Corporate,New York City,New York,East,Furniture,Furnishings,40.48,2,20.24,5
618,2017-08-18,2017-08-23,Second Class,Nat Gilpin,Corporate,New York City,New York,East,Furniture,Furnishings,9.94,2,4.97,5
619,2017-08-18,2017-08-23,Second Class,Nat Gilpin,Corporate,New York City,New York,East,Office Supplies,Binders,107.424,9,11.936,5
620,2017-08-18,2017-08-23,Second Class,Nat Gilpin,Corporate,New York City,New York,East,Technology,Phones,37.91,1,37.91,5
621,2017-08-18,2017-08-23,Second Class,Nat Gilpin,Corporate,New York City,New York,East,Furniture,Furnishings,88.02,3,29.34,5
622,2014-12-26,2014-12-31,Standard Class,Christina Anderson,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,8.69,5,1.738,5
623,2015-11-29,2015-12-03,Standard Class,Sylvia Foulston,Corporate,Dearborn,Michigan,Central,Furniture,Chairs,301.96,2,150.98,4
